timestamp,date,time,cam_id,cam_name,latitude,longitude,altitude_m,accuracy_m,gps_source
2026-03-08 09:37:10,2026-03-08,09:37:10,2,CAM-2 East Block,19.849837,75.324339,510.9,3.8,gps
2026-03-08 09:37:20,2026-03-08,09:37:20,2,CAM-2 East Block,19.849836,75.324338,511.1,3.8,gps
2026-03-08 09:37:30,2026-03-08,09:37:30,2,CAM-2 East Block,19.849836,75.324339,511.1,3.8,gps
2026-03-08 09:37:41,2026-03-08,09:37:41,2,CAM-2 East Block,19.849836,75.324339,511.2,3.8,gps
2026-03-08 09:38:10,2026-03-08,09:38:10,2,CAM-2 East Block,19.849836,75.324339,511.1,3.8,gps
2026-03-08 09:38:20,2026-03-08,09:38:20,2,CAM-2 East Block,19.849823,75.324334,510.5,3.8,gps
2026-03-08 09:38:30,2026-03-08,09:38:30,2,CAM-2 East Block,19.849818,75.324344,508.4,3.8,gps
2026-03-08 09:38:35,2026-03-08,09:38:35,2,CAM-2 East Block,19.849822,75.324351,509.7,3.8,gps
2026-03-08 09:38:40,2026-03-08,09:38:40,2,CAM-2 East Block,19.849822,75.324361,507.9,3.8,gps
